BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Tanytarsus sp. I,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. I sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007332,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. I (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. I (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007333,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. J,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. J sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007334,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. J (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. J (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007335,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. K,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. K sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007336,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. K (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. K (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007337,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. L,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. L sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007338,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. L (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. L (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007339,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. N,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. N sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007340,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. N (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. N (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007341,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. O,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. O sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007342,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. O (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. O (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007343,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. P,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. P sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007344,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. P (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. P (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007345,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. R,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. R sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007346,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. R (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. R (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007347,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. S,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. S sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007348,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. S (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. S (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007349,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. T,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. T sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007350,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. T (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. T (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007351,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. U,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus sp. U sensu D. Goldhammer, written commun., 1996","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007352,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus sp. U (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus sp. U (sensu Goldhammer, 1996)","",Tanytarsus,"",Tanyt_2365,N,N,Tanytarsus,"",129978,Automated Exact Match,2007353,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus curticornis group,"",Current,Invertebrates,"",Y,N,Tanytarsus curticornis group,"",Tanytarsus curticornis group,"",Tanyt_2810,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007354,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus eminulus group,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Tanytarsus eminulus group sensu D. Goldhammer, written commun., 1996","",Tanytarsus eminulus group,"",Tanyt_6606,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007355,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
"Tanytarsus eminulus group (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Tanytarsus eminulus group (sensu Goldhammer, 1996)","",Tanytarsus eminulus group,"",Tanyt_6606,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007356,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus mendax group,"",Current,Invertebrates,"",Y,N,Tanytarsus mendax group,"",Tanytarsus mendax group,"",Tanyt_2811,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007357,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. C,"Epler, 2001",Current,Invertebrates,"",Y,N,"Tanytarsus sp. C sensu Epler, 2001","",Tanytarsus sp. C,"",Tanyt_6610,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007358,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. D,"Epler, 2001",Current,Invertebrates,"",Y,N,"Tanytarsus sp. D sensu Epler, 2001","",Tanytarsus sp. D,"",Tanyt_6611,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007359,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. M,"Epler, 2001",Current,Invertebrates,"",Y,N,"Tanytarsus sp. M sensu Epler, 2001","",Tanytarsus sp. M,"","",Y,N,Tanytarsus,"",129978,Automated Exact Match,2007360,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus sp. T,"Epler, 2001",Current,Invertebrates,"",Y,N,"Tanytarsus sp. T sensu Epler, 2001","",Tanytarsus sp. T,"",Tanyt_6625,Y,N,Tanytarsus,"",129978,Automated Exact Match,2007361,Genus,Tanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"","","","","",16.4
Tanytarsus brundini,"",Current,Invertebrates,"",N,N,Tanytarsus brundini Lindeberg,"",Tanytarsus brundini,"",Ta_brun250,N,N,Tanytarsus brundini,Lindeberg,129982,Automated Exact Match,2007362,Species,Tanytarsus brundini Lindeberg,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"",Tanytarsus brundini,"","","",16.4
Tanytarsus limneticus,"",Current,Invertebrates,"",N,N,Tanytarsus limneticus Sublette,"",Tanytarsus limneticus,"",Ta_limn205,N,N,Tanytarsus limneticus,Sublette,130002,Automated Exact Match,2007363,Species,Tanytarsus limneticus Sublette,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Tanytarsus,"",Tanytarsus limneticus,"","","",16.4
Thienemanniola,"",Current,Invertebrates,"",N,N,Thienemanniola sp.,"",Thienemanniola,"",Thien_4251,N,N,Thienemanniola,"",568514,Automated Exact Match,2007364,Genus,Thienemanniola,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Thienemanniola,"","","","","",16.4
Virgatanytarsus,"",Current,Invertebrates,"",N,N,Virgatanytarsus sp.,"",Virgatanytarsus,"",Virga_5939,N,N,Virgatanytarsus,"",129872,mapped to nearest ITIS parent taxon,2007365,Genus,Virgatanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Virgatanytarsus,"","","","","",16.4
Virgatanytarsus,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Virgatanytarsus sp. sensu Ferrington and others, 2008","",Virgatanytarsus,"",Virga_5939,N,N,Virgatanytarsus,"",129872,mapped to nearest ITIS parent taxon,2007366,Genus,Virgatanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Virgatanytarsus,"","","","","",16.4
Virgatanytarsus,"Epler, 2001",Current,Invertebrates,"",N,N,"Virgatanytarsus sp. sensu Epler, 2001","",Virgatanytarsus,"",Virga_5939,N,N,Virgatanytarsus,"",129872,mapped to nearest ITIS parent taxon,2007367,Genus,Virgatanytarsus,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Virgatanytarsus,"","","","","",16.4
Zavrelia,"",Current,Invertebrates,"",N,N,Zavrelia sp.,"",Zavrelia,"",Zavre_2366,N,N,Zavrelia,"",130038,Automated Exact Match,2007368,Genus,Zavrelia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Zavrelia,"","","","","",16.4
Zavrelia,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Zavrelia sp. sensu Ferrington and others, 2008","",Zavrelia,"",Zavre_2366,N,N,Zavrelia,"",130038,Automated Exact Match,2007369,Genus,Zavrelia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Zavrelia,"","","","","",16.4
Zavrelia,"Epler, 2001",Current,Invertebrates,"",N,N,"Zavrelia sp. sensu Epler, 2001","",Zavrelia,"",Zavre_2366,N,N,Zavrelia,"",130038,Automated Exact Match,2007370,Genus,Zavrelia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Zavrelia,"","","","","",16.4
Zavrelia,"Pinder and Reiss, 1986",Current,Invertebrates,"",N,N,"Zavrelia sp. sensu Pinder and Reiss, 1986","",Zavrelia,"",Zavre_2366,N,N,Zavrelia,"",130038,Automated Exact Match,2007371,Genus,Zavrelia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Zavrelia,"","","","","",16.4
Zavrelia pentatoma,"",Current,Invertebrates,"",N,N,Zavrelia pentatoma Kieffer,"",Zavrelia pentatoma,"","",N,N,Zavrelia pentatoma,"Kieffer, 1913",130039,exact match,2007372,Species,"Zavrelia pentatoma Kieffer, 1913",Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Chironominae,Tanytarsini,Zavrelia,"",Zavrelia pentatoma,"","","",16.4
Diamesinae,"",Current,Invertebrates,"",N,N,Diamesinae,"",Diamesinae,"",Diames_367,N,N,Diamesinae,"",128341,Automated Exact Match,2007373,Subfamily,Diamesinae,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,"","","","","","","",16.4
Diamesinae,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Diamesinae sensu Ferrington and others, 2008","",Diamesinae,"",Diames_367,N,N,Diamesinae,"",128341,Automated Exact Match,2007374,Subfamily,Diamesinae,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,"","","","","","","",16.4
Diamesinae cf. Potthastia,"",Current,Invertebrates,"",Y,N,Diamesinae cf. Potthastia,"",Diamesinae,"",Diames_367,N,N,Diamesinae,"",128341,Automated Exact Match,2007375,Subfamily,Diamesinae,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,"","","","","","","",16.4
Boreoheptagyiini,"",Current,Invertebrates,"",N,N,Boreoheptagyiini,"",Boreoheptagyiini,"",Boreohe_369,N,N,Boreoheptagyiini,"",128342,Automated Exact Match,2007376,Tribe,Boreoheptagyiini,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Boreoheptagyiini,"","","","","","",16.4
Boreoheptagyia,"",Current,Invertebrates,"",N,N,Boreoheptagyia sp.,"",Boreoheptagyia,"",Boreo_2370,N,N,Boreoheptagyia,"",128343,Automated Exact Match,2007377,Genus,Boreoheptagyia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Boreoheptagyiini,Boreoheptagyia,"","","","","",16.4
Boreoheptagyia,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Boreoheptagyia sp. sensu Ferrington and others, 2008","",Boreoheptagyia,"",Boreo_2370,N,N,Boreoheptagyia,"",128343,Automated Exact Match,2007378,Genus,Boreoheptagyia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Boreoheptagyiini,Boreoheptagyia,"","","","","",16.4
Boreoheptagyia lurida,"",Current,Invertebrates,"",N,N,Boreoheptagyia lurida (Garrett),"",Boreoheptagyia lurida,"",Bo_luri746,N,N,Boreoheptagyia lurida,(Garrett),128345,Automated Exact Match,2007379,Species,Boreoheptagyia lurida (Garrett),Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Boreoheptagyiini,Boreoheptagyia,"",Boreoheptagyia lurida,"","","",16.4
Diamesini,"",Current,Invertebrates,"",N,N,Diamesini,"",Diamesini,"",Diamesi_371,N,N,Diamesini,"",128351,Automated Exact Match,2007380,Tribe,Diamesini,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,"","","","","","",16.4
Arctodiamesa,"",Current,Invertebrates,"",N,N,Arctodiamesa sp.,"",Arctodiamesa,"",Arcto_2372,N,N,Arctodiamesa,"",128352,Automated Exact Match,2007381,Genus,Arctodiamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Arctodiamesa,"","","","","",16.4
Arctodiamesa,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Arctodiamesa sp. sensu Ferrington and others, 2008","",Arctodiamesa,"",Arcto_2372,N,N,Arctodiamesa,"",128352,Automated Exact Match,2007382,Genus,Arctodiamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Arctodiamesa,"","","","","",16.4
Diamesa,"",Current,Invertebrates,"",N,N,Diamesa sp.,"",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007383,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
Diamesa,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Diamesa sp. sensu Ferrington and others, 2008","",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007384,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
Diamesa,"Epler, 2001",Current,Invertebrates,"",N,N,"Diamesa sp. sensu Epler, 2001","",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007385,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
Diamesa sp. group A,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Diamesa sp. group A sensu D. Goldhammer, written commun., 1996","",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007386,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
"Diamesa sp. group A (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Diamesa sp. group A (sensu Goldhammer, 1996)","",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007387,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
Diamesa sp. group B,"D. Goldhammer, written commun., 1996",Current,Invertebrates,"",Y,N,"Diamesa sp. group B sensu D. Goldhammer, written commun., 1996","",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007388,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
"Diamesa sp. group B (sensu Goldhammer, 1996)","",Current,Invertebrates,"",Y,N,"Diamesa sp. group B (sensu Goldhammer, 1996)","",Diamesa,"",Diame_2373,N,N,Diamesa,"",128355,Automated Exact Match,2007389,Genus,Diamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Diamesa,"","","","","",16.4
Lappodiamesa,"",Current,Invertebrates,"",N,N,Lappodiamesa sp.,"",Lappodiamesa,"",Lappo_2374,N,N,Lappodiamesa,"",128351,mapped to nearest ITIS parent taxon,2007390,Genus,Lappodiamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Lappodiamesa,"","","","","",16.4
Lappodiamesa,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Lappodiamesa sp. sensu Ferrington and others, 2008","",Lappodiamesa,"",Lappo_2374,N,N,Lappodiamesa,"",128351,mapped to nearest ITIS parent taxon,2007391,Genus,Lappodiamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Lappodiamesa,"","","","","",16.4
Lappodiamesa,"Epler, 2001",Current,Invertebrates,"",N,N,"Lappodiamesa sp. sensu Epler, 2001","",Lappodiamesa,"",Lappo_2374,N,N,Lappodiamesa,"",128351,mapped to nearest ITIS parent taxon,2007392,Genus,Lappodiamesa,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Lappodiamesa,"","","","","",16.4
Pagastia,"",Current,Invertebrates,"",N,N,Pagastia sp.,"",Pagastia,"",Pagas_2375,N,N,Pagastia,"",128401,Automated Exact Match,2007393,Genus,Pagastia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Pagastia,"","","","","",16.4
Pagastia,"Ferrington and others, 2008",Current,Invertebrates,"",N,N,"Pagastia sp. sensu Ferrington and others, 2008","",Pagastia,"",Pagas_2375,N,N,Pagastia,"",128401,Automated Exact Match,2007394,Genus,Pagastia,Arthropoda,Uniramia,"",Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,"","",Chironomidae,Diamesinae,Diamesini,Pagastia,"","","","","",16.4
